industry_slug,industry_name,industry_description,industry_sort_order,industry_function_slug,industry_function_name,industry_function_description,industry_function_sort_order,vendor_slug,vendor_name,vendor_logo_url,vendor_logo_asset,vendor_summary,vendor_sort_order,product_slug,product_name,product_family,integration_status,integration_type,integration_api_url,product_summary,product_sort_order,is_visible,internal_notes,asset_data_available,telemetry_data_available,writeback_supported
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,plm-engineering,PLM & Engineering,"Engineering, digital thread, and lifecycle management systems for industrial products and assets.",70,siemens,Siemens,,,"Siemens industrial software, infrastructure, transportation, healthcare, and building platform APIs exposed through the Siemens developer ecosystem.",10,comos-web-rest-api,COMOS Web REST API,COMOS,built,OpenAPI,https://developer.siemens.com/comos/comos-rest-apispec.json,"REST-style, HTTP-based API used to interact with COMOS data and to access COMOS features.",10,TRUE,source_key=siemens-developer-portal; source_product_line_slug=comos; source_product_line_name=COMOS; scraped_source=https://developer.siemens.com/comos/overview.html; integration_api_url=https://developer.siemens.com/comos/comos-rest-apispec.json; tags=comos,Supported,Not Supported,Supported
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,supply-chain,Supply Chain,"Planning, sourcing, and supply coordination systems that keep materials and production aligned.",40,siemens,Siemens,,,"Siemens industrial software, infrastructure, transportation, healthcare, and building platform APIs exposed through the Siemens developer ecosystem.",10,sigreen-my-tasks-api,SiGREEN My Tasks API,SiGREEN,built,OpenAPI,https://developer.siemens.com/sigreen/my-tasks-api/api_specs/openapi-spec-v1.16.0.yaml,"SiGREEN offers a suite of powerful APIs designed to revolutionize your PCF management practices. With SiGREEN API, you can easily connect your Enterprise Resource Planning (ERP) and Product Lifecycle Management (PLM) systems to SiGREEN.",1150,TRUE,"source_key=siemens-developer-portal; source_product_line_slug=sigreen; source_product_line_name=SiGREEN; scraped_source=https://developer.siemens.com/sigreen/my-tasks-api/api-my-tasks.html; integration_api_url=https://developer.siemens.com/sigreen/my-tasks-api/api_specs/openapi-spec-v1.16.0.yaml; tags=api,sigreen",Not Supported,Not Supported,Supported
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,supply-chain,Supply Chain,"Planning, sourcing, and supply coordination systems that keep materials and production aligned.",40,siemens,Siemens,,,"Siemens industrial software, infrastructure, transportation, healthcare, and building platform APIs exposed through the Siemens developer ecosystem.",10,sigreen-pcf-api,SiGREEN PCF API,SiGREEN,built,OpenAPI,https://developer.siemens.com/sigreen/pcf-api/api_specs/openapi-spec-v1.16.1.yaml,"SiGREEN offers a suite of powerful APIs designed to revolutionize your PCF management practices. With SiGREEN API, you can easily connect your Enterprise Resource Planning (ERP) and Product Lifecycle Management (PLM) systems to SiGREEN.",1160,TRUE,"source_key=siemens-developer-portal; source_product_line_slug=sigreen; source_product_line_name=SiGREEN; scraped_source=https://developer.siemens.com/sigreen/pcf-api/api-pcf.html; integration_api_url=https://developer.siemens.com/sigreen/pcf-api/api_specs/openapi-spec-v1.16.1.yaml; tags=api,sigreen",Supported,Not Supported,Supported
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,mes-production,MES & Production,"Execution, production visibility, and plant-floor workflow systems tied to manufacturing throughput.",20,siemens,Siemens,,,"Siemens industrial software, infrastructure, transportation, healthcare, and building platform APIs exposed through the Siemens developer ecosystem.",10,external-apis,External APIs,SITRANS hub IQ,built,OpenAPI,https://developer.siemens.com/sitrans-hub-iq/api-specs/Hub_IQ_External_APIs_V2.2.0.yaml,External APIs ¶,1170,TRUE,source_key=siemens-developer-portal; source_product_line_slug=sitrans-hub-iq; source_product_line_name=SITRANS hub IQ; scraped_source=https://developer.siemens.com/sitrans-hub-iq/external_api.html; integration_api_url=https://developer.siemens.com/sitrans-hub-iq/api-specs/Hub_IQ_External_APIs_V2.2.0.yaml; tags=sitrans-hub-iq,Supported,Supported,Supported
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,plm-engineering,PLM & Engineering,"Engineering, digital thread, and lifecycle management systems for industrial products and assets.",70,siemens,Siemens,,,"Siemens industrial software, infrastructure, transportation, healthcare, and building platform APIs exposed through the Siemens developer ecosystem.",10,teamcenter-x-product-cost-management-rest-api,Teamcenter (X) Product Cost Management REST API,Teamcenter (X) Product Cost Management,built,OpenAPI,https://developer.siemens.com/tcpcm/tcpcm-api-spec.yaml,"Move organizations forward, from a best-guess calculation to a methodical and sound assessment",1200,TRUE,source_key=siemens-developer-portal; source_product_line_slug=tcpcm; source_product_line_name=Teamcenter (X) Product Cost Management; scraped_source=https://developer.siemens.com/tcpcm/overview.html; integration_api_url=https://developer.siemens.com/tcpcm/tcpcm-api-spec.yaml; tags=teamcenter-x-product-cost-management,Supported,Not Supported,Supported
manufacturing,Manufacturing,"Industrial automation, asset telemetry, edge systems, and operational workflows.",10,workforce-training,Workforce & Training,"Frontline training, digital work instructions, and workforce enablement systems.",100,siemens,Siemens,,,"Siemens industrial software, infrastructure, transportation, healthcare, and building platform APIs exposed through the Siemens developer ecosystem.",10,walkinside,Walkinside,Walkinside,built,OpenAPI,https://developer.siemens.com/walkinside/walkinside-api/walkinside.webapi.json,"Walkinside Services offer a robust 3D visualization platform that transforms how enterprises interact with their digital twins. By enabling dynamic navigation through virtual asset models, Walkinside leverages immersive environments to enhance operational planning, training, and safety assessments.",1220,TRUE,source_key=siemens-developer-portal; source_product_line_slug=walkinside; source_product_line_name=Walkinside; scraped_source=https://developer.siemens.com/walkinside/walkinside-api/index.html; integration_api_url=https://developer.siemens.com/walkinside/walkinside-api/walkinside.webapi.json; tags=,Supported,Not Supported,Supported
transportation,Transportation,"Fleet telematics, routing, compliance, maintenance, payroll, and logistics integration APIs.",30,fleet-iot,Fleet & IoT,"Fleet telemetry, vehicle operations, and connected transportation platforms.",10,samsara,Samsara,,,"Samsara fleet, telematics, routing, compliance, maintenance, payroll, and logistics integration APIs exposed through the Samsara developer platform.",20,telematics,Telematics,Samsara Platform,built,REST API,https://developers.samsara.com/docs/telematics,Get real-time or historical GPS and onboard diagnostic data.,10,FALSE,source_key=samsara-developer-portal; source_product_line_slug=docs; source_product_line_name=Samsara Platform; scraped_source=https://developers.samsara.com/docs/telematics; integration_api_url=https://developers.samsara.com/docs/telematics; tags=,Supported,Supported,Not Supported
transportation,Transportation,"Fleet telematics, routing, compliance, maintenance, payroll, and logistics integration APIs.",30,last-mile,Last Mile,"Dispatch, route, and final-mile delivery platforms.",40,samsara,Samsara,,,"Samsara fleet, telematics, routing, compliance, maintenance, payroll, and logistics integration APIs exposed through the Samsara developer platform.",20,routing,Routing,Samsara Platform,built,REST API,https://developers.samsara.com/docs/routing-guide,"Integrate route creation, assignment, and progress tracking with your TMS.",20,FALSE,source_key=samsara-developer-portal; source_product_line_slug=docs; source_product_line_name=Samsara Platform; scraped_source=https://developers.samsara.com/docs/routing-guide; integration_api_url=https://developers.samsara.com/docs/routing-guide; tags=,Supported,Supported,Supported
transportation,Transportation,"Fleet telematics, routing, compliance, maintenance, payroll, and logistics integration APIs.",30,fleet-iot,Fleet & IoT,"Fleet telemetry, vehicle operations, and connected transportation platforms.",10,samsara,Samsara,,,"Samsara fleet, telematics, routing, compliance, maintenance, payroll, and logistics integration APIs exposed through the Samsara developer platform.",20,compliance-eld,Compliance & ELD,Samsara Platform,built,REST API,https://developers.samsara.com/docs/compliance-guide,Manage hours of service and records of duty status.,30,FALSE,source_key=samsara-developer-portal; source_product_line_slug=docs; source_product_line_name=Samsara Platform; scraped_source=https://developers.samsara.com/docs/compliance-guide; integration_api_url=https://developers.samsara.com/docs/compliance-guide; tags=,Not Supported,Supported,Supported
transportation,Transportation,"Fleet telematics, routing, compliance, maintenance, payroll, and logistics integration APIs.",30,fleet-iot,Fleet & IoT,"Fleet telemetry, vehicle operations, and connected transportation platforms.",10,samsara,Samsara,,,"Samsara fleet, telematics, routing, compliance, maintenance, payroll, and logistics integration APIs exposed through the Samsara developer platform.",20,driver-documents,Driver Documents,Samsara Platform,built,REST API,https://developers.samsara.com/docs/documents-guide,Create and manage forms that drivers fill out in the Samsara Driver App.,40,FALSE,source_key=samsara-developer-portal; source_product_line_slug=docs; source_product_line_name=Samsara Platform; scraped_source=https://developers.samsara.com/docs/documents-guide; integration_api_url=https://developers.samsara.com/docs/documents-guide; tags=,Not Supported,Not Supported,Supported
transportation,Transportation,"Fleet telematics, routing, compliance, maintenance, payroll, and logistics integration APIs.",30,fleet-iot,Fleet & IoT,"Fleet telemetry, vehicle operations, and connected transportation platforms.",10,samsara,Samsara,,,"Samsara fleet, telematics, routing, compliance, maintenance, payroll, and logistics integration APIs exposed through the Samsara developer platform.",20,maintenance-fault-monitoring,Maintenance & Fault Monitoring,Samsara Platform,built,REST API,https://developers.samsara.com/docs/maintenance-fault-monitoring-guide,"Integrate with maintenance and work order systems by monitoring fault codes, managing DVIRs, and scheduling planned maintenance.",50,FALSE,source_key=samsara-developer-portal; source_product_line_slug=docs; source_product_line_name=Samsara Platform; scraped_source=https://developers.samsara.com/docs/maintenance-fault-monitoring-guide; integration_api_url=https://developers.samsara.com/docs/maintenance-fault-monitoring-guide; tags=,Supported,Supported,Supported
transportation,Transportation,"Fleet telematics, routing, compliance, maintenance, payroll, and logistics integration APIs.",30,fleet-iot,Fleet & IoT,"Fleet telemetry, vehicle operations, and connected transportation platforms.",10,samsara,Samsara,,,"Samsara fleet, telematics, routing, compliance, maintenance, payroll, and logistics integration APIs exposed through the Samsara developer platform.",20,payroll,Payroll,Samsara Platform,built,REST API,https://developers.samsara.com/docs/payroll-guide,Calculate payroll by tracking hours or miles driven.,60,FALSE,source_key=samsara-developer-portal; source_product_line_slug=docs; source_product_line_name=Samsara Platform; scraped_source=https://developers.samsara.com/docs/payroll-guide; integration_api_url=https://developers.samsara.com/docs/payroll-guide; tags=,Supported,Supported,Not Supported
